id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
52406,AP-10498,do you shop at wal-mart? did you vote for trump? you might be white trash,d0 y0u sh0p @t w@l-m@rt? d1d y0u v0te f0r trump? y0u m1ght be wh1te tr@sh,political,0,0,0.0,0.5669458605049531,1,B,1,67,5,0,0,0,2,1,0
52496,AP-10499,tweekers be like y'all hear that shit!?,tweekers be like y'all hear that shit!?,general,0,0,0.0,0.5007434820577639,1,A,0,366,27,1,0,1,2,1,0
52610,AP-10500,i'm sick of politics so here's a pic of michelle obama riding a unicorn,1'm s1ck 0f p0l1t1cs s0 here's @ p1c 0f m1chelle 0b@m@ r1d1ng @ un1c0rn,political,1,2,0.8,0.7703175703203966,2,A,1,24,11,0,0,0,1,1,1
52738,AP-10501,all part of satan's plan. the anti christ will come from this,all part of satan's plan. the anti christ will come from this,general,0,0,0.2850744085729073,0.5885158965817532,2,B,0,169,5,0,0,0,0,0,0
52890,AP-10502,wait this isn't my dog,w@1t th1s 1sn't my d0g,humor,0,0,0.0,0.9896799370344916,1,A,1,460,7,0,0,0,0,0,0
52903,AP-10503,throwing off a gay one with the boys,thr0w1ng 0ff @ g@y 0ne w1th the b0ys,general,1,2,0.8,0.7936013943636936,2,A,1,320,24,0,0,0,1,1,1
52931,AP-10504,i swear i put sunscreen on!,i swear i put sunscreen on!,general,0,0,0.0,0.7337862555093777,2,B,0,364,27,0,0,0,0,0,0
52974,AP-10505,which jewish girl is hotter?,which jewish girl is hotter?,general,1,2,1.0,0.817265700008925,2,B,0,426,9,0,0,0,2,0,1
52986,AP-10506,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,news_info,1,2,1.0,0.9763255013909276,0,B,0,375,6,0,0,0,2,0,1
53012,AP-10507,"nothing says ""pull me over"" like some red solo cup brake lights!","nothing says ""pull me over"" like some red solo cup brake lights!",general,0,0,0.0,0.7942774995066967,0,B,0,327,9,0,0,0,0,0,0
53017,AP-10508,children trying to stay cool in the water,children trying to stay cool in the water,general,0,0,0.0183795410920491,0.8608351822631948,1,B,0,387,9,0,0,0,1,1,0
53184,AP-10509,back in my day blowing a tranny meant car trouble,back in my day blowing a tranny meant car trouble,hate_speech,0,0,0.0661948753317162,0.7966558419930234,0,B,0,305,29,0,0,0,2,1,0
53204,AP-10510,"i'm sorry, i can't help it, i'm just a jackass","1'm s0rry, 1 c@n't help 1t, 1'm just @ j@ck@ss",personal,0,0,0.0,0.6356247173177915,0,B,1,150,25,0,0,0,1,1,0
53241,AP-10511,i support terrorists because they're pea brains like me,1 supp0rt terr0r1sts bec@use they're pe@ br@1ns l1ke me,general,0,0,0.0,0.5467501953540883,2,B,1,153,6,0,0,0,2,1,0
53278,AP-10512,*laughs in goat-fucker*,*l@ughs 1n g0@t-fucker*,general,0,0,0.0,0.9824522122562188,1,B,1,19,14,0,0,0,1,1,0
53289,AP-10513,when everybody's worried about their ex but you're just here enjoying your lemonade,when everybody's worried about their ex but you're just here enjoying your lemonade,general,0,0,0.0,0.6321597096460383,2,B,0,139,18,0,0,0,2,1,0
53678,AP-10514,which jewish girl is hotter?,wh1ch jew1sh g1rl 1s h0tter?,general,1,1,0.8,0.5078437749494741,2,A,1,222,27,2,1,2,2,1,1
53714,AP-10515,we are peaceful people,we are peaceful people,general,0,0,0.0,0.8567086393990517,0,B,0,152,25,0,0,0,2,1,0
53924,AP-10516,mom : can you mash the vegies me :,mom : can you mash the vegies me :,general,0,0,0.0,0.7544390808133348,0,A,0,393,4,0,0,0,0,0,0
53941,AP-10517,"i didn't hear the question ... ...but the answer is, white people are racist","i didn't hear the question ... ...but the answer is, white people are racist",hate_speech,1,1,1.0,0.6597379326296697,0,B,0,455,15,0,0,0,1,0,1
53962,AP-10518,i support americans even though some of them are really hating on me right now,1 supp0rt @mer1c@ns even th0ugh s0me 0f them @re re@lly h@t1ng 0n me r1ght n0w,general,0,0,0.0,0.9100086728242222,2,B,1,33,16,1,1,1,1,1,0
53976,AP-10519,black power comes with a lot of responsibility,bl@ck p0wer c0mes w1th @ l0t 0f resp0ns1b1l1ty,general,0,0,0.0,0.5319578433343733,0,B,1,461,27,0,0,0,0,0,0
54102,AP-10520,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,1'm uncert@1n where 1 st@nd 0n @b0rt10n 1 l1ke the k1ll1ng b@b1es but h@te the 1de@ 0f g1v1ng w0men @ ch01ce,personal,1,1,0.8,0.5939216139679508,0,A,1,372,4,0,0,0,2,1,1
54276,AP-10521,fuck i stepped in shit,fuck 1 stepped 1n sh1t,sexual,0,0,0.0,0.6451578871868341,1,A,1,184,9,0,0,0,2,1,0
54286,AP-10522,thank god my ass needed a break,th@nk g0d my @ss needed @ bre@k,general,0,0,0.0,0.7824608753539406,1,A,1,487,11,0,0,0,1,1,0
54319,AP-10523,emperor haile selassie i world tour a.k.a. ethiopia on the march,emperor haile selassie i world tour a.k.a. ethiopia on the march,general,1,2,1.0,0.8362046214243004,1,B,0,374,24,2,0,2,2,0,1
54397,AP-10524,when another dog pees on your lawn,when another dog pees on your lawn,general,0,0,0.2037212684565056,0.826244591972821,0,A,0,412,14,0,0,0,0,0,0
54602,AP-10525,when you just finished shooting a bunch of black kids but accidently killed a squirrel,when y0u just f1n1shed sh00t1ng @ bunch 0f bl@ck k1ds but @cc1dently k1lled @ squ1rrel,humor,1,1,0.7773946249612544,0.6964616268213004,1,A,1,57,23,0,0,0,1,0,1
54692,AP-10526,been talking shit about trump since day one. now crying like bitches after getting called out,been t@lk1ng sh1t @b0ut trump s1nce d@y 0ne. n0w cry1ng l1ke b1tches @fter gett1ng c@lled 0ut,political,0,0,0.0,0.642700515503778,0,A,1,165,1,0,0,0,2,1,0
54761,AP-10527,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do! and here is scientific proof","the answer to the age-old question, does a bear shit in the woods? answer... yes they do! and here is scientific proof",general,0,0,0.0,0.5413664943741479,2,B,0,117,3,0,0,0,1,1,0
54790,AP-10528,what people do in the bedroom is not anyone else's business,wh@t pe0ple d0 1n the bedr00m 1s n0t @ny0ne else's bus1ness,general,0,0,0.0,0.525605830840979,2,B,1,437,1,0,0,0,2,1,0
54817,AP-10529,"i had twins with my third husband, which i conceived while married to my first husband, and delivered while married to my second husband, who adopted them before i divorced him and married my third husband. but that was then, now i'm married to my fourth husband. i'm just an evangelical who believes in the sanctity of marriage","i had twins with my third husband, which i conceived while married to my first husband, and delivered while married to my second husband, who adopted them before i divorced him and married my third husband. but that was then, now i'm married to my fourth husband. i'm just an evangelical who believes in the sanctity of marriage",personal,1,1,0.9360327316827994,0.6536601725644191,2,B,0,463,27,0,0,0,1,0,1
54917,AP-10530,"out of the whole year, we only need women for about 365 days","0ut 0f the wh0le ye@r, we 0nly need w0men f0r @b0ut 365 d@ys",general,0,0,0.0,0.7336717706477777,0,A,1,40,17,1,1,1,0,0,0
54936,AP-10531,summers here lets swim,summers here lets sw1m,general,0,0,0.0,0.802738919685924,2,A,1,449,2,0,0,0,0,0,0
54973,AP-10532,this is what vitiligo looks like,this is what vitiligo looks like,general,0,0,0.0,0.882947731796655,0,B,0,325,3,0,0,0,0,0,0
54976,AP-10533,"""life hack #23 how to get stoned with no weed""","""l1fe h@ck #23 h0w t0 get st0ned w1th n0 weed""",general,0,0,0.0,0.6395373274681516,1,B,1,496,14,1,2,1,1,1,0
56024,AP-10534,and for my next trick i'll make democrats defend rats,@nd f0r my next tr1ck 1'll m@ke dem0cr@ts defend r@ts,general,0,0,0.0,0.983992798571594,1,A,1,254,12,0,0,0,0,0,0
56180,AP-10535,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez,my l1ttle br0ther @te @ll the scr@bble t1les... sense th@n @lex@ndr1@ 0c@s10-c0rte t0n @nd h1s sh1t m@kes m0re sense th@n @lex@ndr1@ 0c@s10 c0rtez,general,0,0,0.0,0.6934436035890594,1,A,1,35,23,1,0,1,2,1,0
56274,AP-10536,when she on top & you trynna catch a titty,when she on top & you trynna catch a titty,general,0,0,0.02086912184728,0.7965868411521085,0,A,0,145,12,0,0,0,0,0,0
56287,AP-10537,"and then i says to her no, i got your nose","@nd then 1 s@ys t0 her n0, 1 g0t y0ur n0se",general,0,0,0.0,0.8745848914985381,0,A,1,188,14,0,0,0,1,1,0
56378,AP-10538,i'm not racist. racism is a crime and crime is only for blacks,i'm not racist. racism is a crime and crime is only for blacks,hate_speech,1,2,1.0,0.968481614132462,0,A,0,65,23,0,0,0,2,0,1
56389,AP-10539,no means no unless she's dyslexic then it's on,no means no unless she's dyslexic then it's on,general,1,1,1.0,0.6626351347159125,0,A,0,285,9,0,0,0,1,0,1
56392,AP-10540,dick punch funny regardless of species,dick punch funny regardless of species,sexual,0,0,0.1290623115471615,0.5082913685312624,0,A,0,416,3,1,2,1,1,1,0
56432,AP-10541,"what if i told you that you cant ""tolerate"" a person who agrees with you? ""","wh@t 1f 1 t0ld y0u th@t y0u c@nt ""t0ler@te"" @ pers0n wh0 @grees w1th y0u? """,news_info,0,0,0.0,0.5162899452917633,0,B,1,325,19,0,0,0,0,0,0
56482,AP-10542,heroin is destroying the white community keep up the good work heroin,heroin is destroying the white community keep up the good work heroin,general,1,2,0.8911038809220877,0.7091107737143797,1,B,0,197,13,0,0,0,2,0,1
56490,AP-10543,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,news_info,1,2,1.0,0.8099454893971514,2,A,0,271,3,0,0,0,2,0,1
56708,AP-10544,"muhammed and aisha, the first date","muh@mmed @nd @1sh@, the f1rst d@te",general,0,0,0.0,0.8338462132565656,1,A,1,285,5,0,0,0,0,0,0
56841,AP-10545,not all of us are terrorists but all terrorists are one of us,n0t @ll 0f us @re terr0r1sts but @ll terr0r1sts @re 0ne 0f us,general,0,0,0.0,0.6209836831806832,0,B,1,430,25,0,0,0,1,1,0
56871,AP-10546,who cares if mexicans are offended americans are offended by illegal immigration,wh0 c@res 1f mex1c@ns @re 0ffended @mer1c@ns @re 0ffended by 1lleg@l 1mm1gr@t10n,political,1,2,0.6606964194125864,0.8263524256109651,2,B,1,207,15,0,0,0,2,0,1
56972,AP-10547,so i prayed over him like this and i made sure he felt the lord inside him,s0 1 pr@yed 0ver h1m l1ke th1s @nd 1 m@de sure he felt the l0rd 1ns1de h1m,general,0,0,0.0,0.5473562879575092,2,B,1,435,26,1,2,1,0,0,0
57029,AP-10548,"hey, i just met you, and this is crazy, this is my mad face so i might be angry","hey, 1 just met y0u, @nd th1s 1s cr@zy, th1s 1s my m@d f@ce s0 1 m1ght be @ngry",general,0,0,0.0,0.7278641207072778,1,B,1,182,28,1,2,1,2,1,0
57043,AP-10549,life handed me lemons so i fucked them and gave them lemon-aids,l1fe h@nded me lem0ns s0 1 fucked them @nd g@ve them lem0n-@1ds,sexual,0,0,0.0,0.9465484523768256,1,B,1,38,27,0,0,0,2,1,0
57164,AP-10550,i don't think abortion is wrong if i was raped i wouldn't won't some black baby in me either,i don't think abortion is wrong if i was raped i wouldn't won't some black baby in me either,personal,1,2,1.0,0.923644233630514,0,B,0,322,1,0,0,0,2,0,1
57349,AP-10551,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""","""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",general,0,0,0.1866230580594093,0.8479987498283724,2,A,0,15,2,0,0,0,0,0,0
57861,AP-10552,"i'm proud to be rude and crude and crass, i'm proud to be a redneck piece of white trash","1'm pr0ud t0 be rude @nd crude @nd cr@ss, 1'm pr0ud t0 be @ redneck p1ece 0f wh1te tr@sh",personal,1,2,0.6592753857990901,0.7064021350658031,2,B,1,321,5,0,0,0,1,1,1
58029,AP-10553,i don't always roll a joint but when i do it's my ankle,i don't always roll a joint but when i do it's my ankle,general,0,0,0.3209998834609895,0.7719252210120243,1,A,0,299,6,0,0,0,0,0,0
58091,AP-10554,hotline to : allah pull pin hold to ear then wait for dial tone,hotline to : allah pull pin hold to ear then wait for dial tone,humor,1,1,0.8204688846013928,0.6437519566468961,1,B,0,265,29,0,0,0,1,0,1
58096,AP-10555,grandma is not getting run over by a reindeer this year!!,gr@ndm@ 1s n0t gett1ng run 0ver by @ re1ndeer th1s ye@r!!,general,0,0,0.0,0.6104997409343407,0,B,1,142,28,1,1,1,0,0,0
58197,AP-10556,once you go black so does your face,once you go black so does your face,general,0,0,0.0,0.9265636237143868,1,B,0,173,2,0,0,0,1,1,0
58276,AP-10557,i may be blind but at least i'm rich!,i may be blind but at least i'm rich!,personal,0,0,0.0141358690006729,0.7449134919891829,0,A,0,480,23,0,0,0,2,1,0
58301,AP-10558,"it hurts the poor muslim's feelings? well, whoopty doo... this aint arabia meathead","it hurts the poor muslim's feelings? well, whoopty doo... this aint arabia meathead",general,0,0,0.0,0.9929576354599504,0,B,0,495,27,1,1,1,0,0,0
58306,AP-10559,"what is he hiding? we need to see his tax returns! let me stop you right there hillary you deleted 30,000 emails, used bleach bit on hard drives, then destroyed phones with hammers you have no right to talk about people hiding anything truth uncensored","wh@t 1s he h1d1ng? we need t0 see h1s t@x returns! let me st0p y0u r1ght there h1ll@ry y0u deleted 30,000 em@1ls, used ble@ch b1t 0n h@rd dr1ves, then destr0yed ph0nes w1th h@mmers y0u h@ve n0 r1ght t0 t@lk @b0ut pe0ple h1d1ng @nyth1ng truth uncens0red",political,0,0,0.0,0.8460996870880003,0,B,1,185,15,0,0,0,2,1,0
58326,AP-10560,everyone is excited for the baby to come,everyone is excited for the baby to come,general,0,0,0.0,0.803331549840689,1,A,0,383,15,0,0,0,2,1,0
58371,AP-10561,when you suck at photoshop,when you suck at photoshop,humor,0,0,0.048393156692401,0.935783139638457,2,A,0,340,3,0,0,0,2,1,0
58426,AP-10562,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,general,0,0,0.0914688752131207,0.552432743149907,2,A,0,50,25,1,2,1,2,1,0
58463,AP-10563,what you really mean when you say your going to the bathroom,what you really mean when you say your going to the bathroom,humor,0,0,0.0168358362826383,0.8355236999347218,2,B,0,437,8,0,0,0,2,1,0
58604,AP-10564,i got 99 problems and chromosomes are one,i got 99 problems and chromosomes are one,general,1,1,1.0,0.5791775229900961,2,A,0,388,9,0,0,0,1,0,1
59064,AP-10565,keep it up and you'll get some regime change,keep it up and you'll get some regime change,general,0,0,0.0103261857793652,0.5356557877326305,2,B,0,120,9,0,0,0,0,0,0
59073,AP-10566,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,the enemy w1th1n 1lh@n 0m@r l1nd@ s@rs0ur r@sh1d@ tl@1b 0c@st0-c0rtez,general,0,0,0.0,0.5031520864195325,0,A,1,498,8,0,0,0,2,1,0
59231,AP-10567,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen","l@st ye@r tyr0ne g0t @ new j0b, st@rted bu1ld1ng h1s cred1t, @nd spend1ng m0re t1me w1th h1s k1ds then s0meth1ng @m@z1ng st@rted t0 h@ppen",general,0,0,0.0,0.5827690446522071,2,A,1,111,20,0,0,0,2,1,0
59261,AP-10568,i wanna see the most fucked up meme. lets see what you got,1 w@nn@ see the m0st fucked up meme. lets see wh@t y0u g0t,sexual,0,0,0.0,0.7318824562711448,0,B,1,190,22,0,0,0,1,1,0
59317,AP-10569,"it's okay honey,we stole what we could and we'll live way better than the fools who voted for us","it's okay honey,we stole what we could and we'll live way better than the fools who voted for us",news_info,0,0,0.0,0.7131702401623343,2,B,0,350,1,0,0,0,0,0,0
59346,AP-10570,we demand more sancuary cities for refugees! you would want the same for yourself!,we dem@nd m0re s@ncu@ry c1t1es f0r refugees! y0u w0uld w@nt the s@me f0r y0urself!,general,0,0,0.0,0.8341411987290366,1,B,1,440,16,0,0,0,0,0,0
59376,AP-10571,a head diaper is required when you have shit for brains,a head diaper is required when you have shit for brains,humor,1,1,0.9251476932224838,0.5767059030997455,1,B,0,302,22,0,0,0,0,1,1
59467,AP-10572,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","new f0r 2015 peel @nd st1ck eye-sl1t st1ckers t0 m@ke y0ur g@rb@ge & tr@sh sh@r1@ c0mpl1@nt 1n c0mpl1@nce w1th sh@r1@ l@w, y0u c@n n0w turn @ll y0ur g@rb@ge 1nt0 musl1m tr@sh!",political,1,2,0.8,0.7829521596755686,0,A,1,134,10,0,0,0,2,0,1
59478,AP-10573,his grandparents died in the holocaust so we gonna put an oven in the trunk,his grandparents died in the holocaust so we gonna put an oven in the trunk,hate_speech,1,2,0.9842933528348794,0.7665302850200431,2,B,0,478,6,0,0,0,2,0,1
59613,AP-10574,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,when @ p0rn v1de0 fe@tures @ tr@nny but then' she' turns 0ut t0 be @ m1dget t00 y0u h@d my cur10s1ty but n0w y0u h@ve my @ttent10n,hate_speech,0,0,0.0,0.9271988305970984,1,B,1,46,26,0,0,0,2,1,0
59684,AP-10575,how to keep the thefts out,how to keep the thefts out,general,0,0,0.0914801948404607,0.5695806194361451,1,A,0,194,8,1,2,1,0,0,0
59784,AP-10576,if people reject me because i stand on the truth then i have no problem walking alone,1f pe0ple reject me bec@use 1 st@nd 0n the truth then 1 h@ve n0 pr0blem w@lk1ng @l0ne,general,0,0,0.0,0.5890538513788912,0,A,1,117,8,0,0,0,1,1,0
59837,AP-10577,your purchase of $19.99 comes to $21.36 after theft,y0ur purch@se 0f $19.99 c0mes t0 $21.36 @fter theft,general,1,1,0.6990706054697893,0.6606696392589646,0,A,1,163,6,0,0,0,0,1,1
60128,AP-10578,don't know how to deal with black people but i guess i'll take a shot at it,don't know how to deal with black people but i guess i'll take a shot at it,general,1,2,0.96347701078121,0.9078417154020332,0,A,0,180,28,0,0,0,2,0,1
60147,AP-10579,meditation before going to school,med1t@t10n bef0re g01ng t0 sch00l,general,0,0,0.0,0.809576547470684,0,A,1,379,16,0,0,0,2,1,0
60173,AP-10580,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","white people dont shoot eachother in the streets like black people do we do it in schools, because we have class",threat,0,0,0.0,0.5622995329805209,1,B,0,416,26,1,0,1,2,1,0
60317,AP-10581,when your goat hits your g-spot,when y0ur g0@t h1ts y0ur g-sp0t,general,0,0,0.0,0.8290029497246489,2,A,1,117,6,0,0,0,0,0,0
60329,AP-10582,we swore we'd never forget 911,we swore we'd never forget 911,general,0,0,0.0836370717893254,0.7160952256575221,2,B,0,302,27,1,0,1,1,1,0
60427,AP-10583,i hope both teams lose,1 h0pe b0th te@ms l0se,general,0,0,0.0,0.8288526824057177,2,A,1,218,13,0,0,0,2,1,0
60592,AP-10584,it's hard to be first class when you're white trash,it's hard to be first class when you're white trash,humor,1,1,1.0,0.5962716505485492,2,B,0,353,2,0,0,0,0,1,1
60729,AP-10585,muslims treat women like dogs & liberals don't dare speak up they're too busy bashing christians,muslims treat women like dogs & liberals don't dare speak up they're too busy bashing christians,general,1,2,1.0,0.8398648038817091,0,B,0,428,8,0,0,0,2,0,1
60937,AP-10586,mississippi wind chime,mississippi wind chime,general,0,0,0.0383446199494772,0.5206783975879313,1,A,0,416,20,1,0,1,2,1,0
61234,AP-10587,i could have annihilated all of them but i left some of them alive so you will know why i was killing them,1 c0uld h@ve @nn1h1l@ted @ll 0f them but 1 left s0me 0f them @l1ve s0 y0u w1ll kn0w why 1 w@s k1ll1ng them,personal,0,0,0.0,0.6523391015720835,2,A,1,155,23,0,0,0,0,0,0
61278,AP-10588,in a wolrd full of these people be this person,1n @ w0lrd full 0f these pe0ple be th1s pers0n,general,0,0,0.0,0.8025714986277553,2,A,1,152,17,0,0,0,1,1,0
61453,AP-10589,when you find the cake your mum was hiding from you,when you find the cake your mum was hiding from you,humor,0,0,0.1522756147173257,0.5294119819433865,0,A,0,244,1,0,0,0,2,1,0
61480,AP-10590,why is it bad to be a black jew because you have to sit at the back of the oven,why 1s 1t b@d t0 be @ bl@ck jew bec@use y0u h@ve t0 s1t @t the b@ck 0f the 0ven,general,1,2,0.8,0.8104908224866012,2,A,1,93,11,0,0,0,1,1,1
61485,AP-10591,"don't do the crime, if you can't do the time","don't do the crime, if you can't do the time",general,0,0,0.0265331413934232,0.5381541976214028,2,A,0,260,7,1,0,1,1,1,0
61578,AP-10592,still smiles even when they are scared,still smiles even when they are scared,general,0,0,0.0,0.813228757634417,1,B,0,304,12,0,0,0,0,0,0
61780,AP-10593,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,y0u m@y be @ r@c1st 1f.. y0ur resp0nse t0 @ quest10n fr0m @n @fr1c@n @mer1c@n 1s t0 ment10n the 1nner c1ty 25 t1mes,hate_speech,1,2,0.8,0.7388214597118961,2,B,1,437,9,0,0,0,2,0,1
61802,AP-10594,black friday sale,bl@ck fr1d@y s@le,general,1,1,0.7038136011956633,0.6956440384184964,1,B,1,297,6,0,0,0,2,1,1
61927,AP-10595,auditioned for jazz band not enough soul,@ud1t10ned f0r j@zz b@nd n0t en0ugh s0ul,general,0,0,0.0,0.6177340754421503,1,A,1,82,25,0,0,0,1,1,0
61952,AP-10596,what i say about the gunman every time there's a mass shooting,what i say about the gunman every time there's a mass shooting,general,0,0,0.1550860954611481,0.6688445521366098,0,B,0,268,9,0,0,0,0,0,0
62017,AP-10597,fidget spinner for woman,fidget spinner for woman,general,0,0,0.0,0.6539411386001757,2,B,0,384,24,1,2,1,0,0,0
62081,AP-10598,well let me tell you something brother fuck niccfps,well let me tell y0u s0meth1ng br0ther fuck n1ccfps,sexual,1,1,0.7467153418197452,0.5512033762374027,2,B,1,406,19,1,0,1,0,1,1
62314,AP-10599,manditory vaccinations with no exemptions i do nazi the problem....,manditory vaccinations with no exemptions i do nazi the problem....,hate_speech,0,0,0.0,0.8401411510631527,0,A,0,16,16,1,0,1,0,0,0
62358,AP-10600,when you enter the womens restroom by mistake,when y0u enter the w0mens restr00m by m1st@ke,humor,0,0,0.0,0.526628181500457,1,B,1,234,20,0,0,0,1,1,0
62408,AP-10601,unless you want to be a stamp collector then there's no reason to be mad with this,unless you want to be a stamp collector then there's no reason to be mad with this,general,0,0,0.0114701901062979,0.7731603827779692,0,A,0,281,11,0,0,0,0,0,0
62435,AP-10602,wing wing wing herro? thats racist,w1ng w1ng w1ng herr0? th@ts r@c1st,hate_speech,1,2,0.8,0.8153949770528692,0,A,1,354,27,0,0,0,1,1,1
62458,AP-10603,happy and in love,h@ppy @nd 1n l0ve,general,0,0,0.0,0.8913088457621363,2,A,1,418,9,0,0,0,0,0,0
62514,AP-10604,idc about who has a problem with me spreading knowledge because i feel the same way about people spreading ignorance,idc about who has a problem with me spreading knowledge because i feel the same way about people spreading ignorance,personal,0,0,0.0,0.7754379473982982,0,B,0,21,13,0,0,0,0,0,0
62739,AP-10605,lmao laugh my ass off,lm@0 l@ugh my @ss 0ff,humor,0,0,0.0,0.5038868615513379,2,B,1,8,4,0,0,0,0,0,0
62804,AP-10606,look at this throatagraph,look at this throatagraph,general,0,0,0.0,0.8991603323221522,2,B,0,403,23,0,0,0,0,0,0
62849,AP-10607,cumshot on jewish girl face - 1943,cumsh0t 0n jew1sh g1rl f@ce - 1943,general,1,2,0.8,0.9192472239394838,1,B,1,464,17,1,2,1,0,1,1
63095,AP-10608,when you have errands to run but you're too tired to deal,when y0u h@ve err@nds t0 run but y0u're t00 t1red t0 de@l,humor,0,0,0.0,0.8620873188558922,0,B,1,426,19,1,2,1,0,0,0
63140,AP-10609,and then i said homosexuals can go to heaven,and then i said homosexuals can go to heaven,general,0,0,0.0,0.5290666217984492,2,B,0,491,20,1,0,1,0,0,0
63182,AP-10610,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,my w1fe just g0t @ se@shell t@tt00 0n her 1nner th1gh 1f y0u put y0ur e@r t0 1t y0u c@n smell the 0ce@n,general,0,0,0.0,0.6676159075373348,0,B,1,76,26,0,0,0,1,1,0
63217,AP-10611,when you're facetimeing and accidently fall down the stairs,when you're facetimeing and accidently fall down the stairs,humor,0,0,0.1158097885056093,0.6453422777094255,0,A,0,274,27,0,0,0,0,0,0
63275,AP-10612,what do you mean happy columbus day?,wh@t d0 y0u me@n h@ppy c0lumbus d@y?,general,0,0,0.0,0.5385267431862268,0,B,1,45,20,0,0,0,1,1,0
63285,AP-10613,"he's like 20 and still plays video games bitch please, yall 15 and pregnant","he's like 20 and still plays video games bitch please, yall 15 and pregnant",general,1,1,0.8940525632130035,0.6497688267975193,2,A,0,359,22,0,0,0,1,0,1
63295,AP-10614,why isn't my drain working? probably cause the pipe's black,why isn't my drain working? probably cause the pipe's black,general,1,2,0.7992513855275285,0.728810942946569,2,A,0,84,1,0,0,0,2,0,1
63415,AP-10615,when the pope addresses the people he does it with a smile,when the pope addresses the people he does it with a smile,general,0,0,0.0,0.7522527387116436,1,A,0,251,13,0,0,0,0,0,0
63492,AP-10616,making america white again,making america white again,general,0,0,0.0,0.7785471881551064,1,B,0,407,17,0,0,0,0,0,0
63581,AP-10617,wants you to accept him for being a girl couldn't accept himself at birth,wants you to accept him for being a girl couldn't accept himself at birth,general,0,0,0.0,0.7439445956595314,2,B,0,305,29,0,0,0,2,1,0
63702,AP-10618,"assad: my son is smarter than yours, lol hamid:","assad: my son is smarter than yours, lol hamid:",humor,0,0,0.0,0.7570182769918339,0,B,0,374,18,2,1,2,0,0,0
63710,AP-10619,literally nobody: white people sitting at the bar: can you put it on the golf channel??,literally nobody: white people sitting at the bar: can you put it on the golf channel??,humor,1,1,1.0,0.6735272884294412,2,A,0,103,4,0,0,0,1,0,1
63871,AP-10620,you can be any gender you want if you are mentally ill,y0u c@n be @ny gender y0u w@nt 1f y0u @re ment@lly 1ll,general,0,0,0.0,0.9333342854116669,2,A,1,448,11,0,0,0,0,0,0
63917,AP-10621,if he's marrying me then why's he fucking a goat,if he's marrying me then why's he fucking a goat,sexual,0,0,0.0689490937736976,0.7875498360867601,0,A,0,92,20,0,0,0,0,0,0
63952,AP-10622,on the way to go play,0n the w@y t0 g0 pl@y,general,0,0,0.0,0.5981463814699476,0,A,1,170,12,0,0,0,2,1,0
64017,AP-10623,those fucking russians,those fucking russians,sexual,0,0,0.0819013636827249,0.5171256230164951,1,A,0,371,24,0,0,0,2,1,0
64027,AP-10624,"""islam is love!"" - ariana grande yeah, if you're a goat","""1sl@m 1s l0ve!"" - @r1@n@ gr@nde ye@h, 1f y0u're @ g0@t",general,1,2,0.8,0.7928665632714418,2,A,1,263,26,0,0,0,0,1,1
64130,AP-10625,the look on your face after killing someone!,the l00k 0n y0ur f@ce @fter k1ll1ng s0me0ne!,general,0,0,0.0,0.8837673725957647,1,A,1,444,21,1,0,1,2,1,0
64318,AP-10626,when they take too long to blow out the candle,when they take too long to blow out the candle,general,0,0,0.0,0.7207152779001998,2,B,0,439,4,0,0,0,0,0,0
64513,AP-10627,yo dawg i heard you loved chinese food so i ordered take out,y0 d@wg 1 he@rd y0u l0ved ch1nese f00d s0 1 0rdered t@ke 0ut,general,0,0,0.0,0.9216985302975014,0,B,1,154,1,0,0,0,0,0,0
64701,AP-10628,"well judge, made me do it all remember it was me who first said was kenyan","well judge, m@de me d0 1t @ll remember 1t w@s me wh0 f1rst s@1d w@s keny@n",news_info,0,0,0.0,0.7787169756357271,2,A,1,3,5,0,0,0,0,0,0
